POS,ID,pos_score,neg_score

a,03043371,0,0

a,03043482,0,0.75

a,03043667,0,0

a,03043838,0,0

a,03043937,0,0

a,03044083,0,0

a,03044331,0,0.125

a,03044462,0,0

a,03044566,0,0

a,03044740,0,0

a,03044869,0,0

a,03045059,0,0

a,03045196,0,0

a,03045377,0,0.25

a,03045457,0,0

a,03045585,0,0

a,03045750,0,0

a,03045992,0,0

a,03046184,0,0

a,03046349,0,0

a,03046559,0,0

a,03046708,0,0

a,03046931,0,0

a,03047071,0,0

a,03047188,0,0

a,03047388,0,0

a,03047501,0,0

a,03047611,0,0

a,03047714,0,0

a,03047898,0,0

a,03048046,0,0

a,03048204,0,0

a,03048385,0,0

a,03048558,0,0

a,03048680,0,0

a,03048845,0.25,0.25

a,03048971,0,0

a,03049071,0,0

a,03049220,0,0

a,03049350,0.25,0.125

a,03049475,0.375,0.125

a,03049642,0,0.125

a,03049812,0,0

a,03050012,0,0

a,03050164,0,0

a,03050324,0,0

a,03050430,0,0

a,03050560,0,0

a,03050716,0,0

a,03050870,0,0

a,03051035,0,0

a,03051194,0.25,0.25

a,03051307,0,0

a,03051512,0.375,0.25

a,03051619,0,0

a,03051889,0.125,0.125

a,03052018,0,0

a,03052218,0,0

a,03052403,0,0

a,03052588,0,0

a,03052770,0.25,0

a,03052963,0,0

a,03053044,0,0

a,03053199,0,0

a,03053336,0,0

a,03053460,0,0

a,03053657,0,0.125

a,03053859,0,0

a,03054020,0,0

a,03054216,0,0.375

a,03054409,0,0.375

a,03054551,0.375,0.25

a,03054743,0,0

a,03054978,0,0

a,03055059,0,0

a,03055237,0,0

a,03055374,0,0

a,03055543,0,0

a,03055658,0,0

a,03055809,0,0

a,03056010,0,0

a,03056115,0,0

a,03056304,0,0

a,03056463,0,0

a,03056693,0,0

a,03056871,0.25,0

a,03057075,0,0

a,03057253,0,0

a,03057413,0,0

a,03057591,0,0

a,03057732,0,0.375

a,03057807,0,0

a,03057949,0,0

a,03058223,0,0

a,03058501,0,0

a,03058635,0,0

a,03058754,0,0

a,03059033,0,0

a,03059198,0,0

a,03059340,0,0

a,03059477,0.25,0.125

a,03059551,0,0

a,03059688,0,0

a,03059847,0,0

a,03059966,0,0

a,03060114,0,0

a,03060257,0,0

a,03060385,0,0

a,03060601,0,0

a,03060782,0,0

a,03060971,0,0.625

a,03061081,0,0

a,03061250,0.125,0.125

a,03061455,0,0

a,03061626,0,0

a,03061762,0,0

a,03061982,0,0

a,03062151,0,0

a,03062280,0,0

a,03062466,0,0

a,03062595,0,0

a,03062754,0.75,0

a,03062899,0,0.625

a,03062990,0,0

a,03063176,0,0

a,03063305,0,0

a,03063492,0,0

a,03063601,0,0

a,03063721,0,0

a,03063868,0,0

a,03064076,0,0

a,03064239,0,0

a,03064382,0,0

a,03064520,0,0

a,03064693,0,0

a,03064883,0,0

a,03065047,0,0

a,03065227,0,0

a,03065414,0,0

a,03065516,0.5,0.125

a,03065685,0,0.25

a,03065804,0,0

a,03065969,0,0

a,03066180,0,0

a,03066448,0,0

a,03066658,0,0

a,03066825,0,0

a,03066978,0,0

a,03067153,0,0

a,03067329,0,0

a,03067506,0,0

a,03067712,0,0

a,03067957,0,0

a,03068198,0,0

a,03068330,0,0

a,03068473,0,0

a,03068737,0,0

a,03068909,0,0

a,03069079,0,0

a,03069238,0,0

a,03069388,0,0

a,03069542,0,0

a,03069643,0,0

a,03069797,0,0

a,03069937,0,0

a,03070101,0,0

a,03070230,0,0

a,03070352,0,0

a,03070517,0,0

a,03070697,0,0

a,03070879,0,0

a,03071022,0,0

a,03071201,0,0

a,03071374,0,0

a,03071535,0.375,0

a,03071651,0,0

a,03071838,0,0

a,03072028,0,0

a,03072158,0,0

a,03072365,0,0

a,03072518,0,0

a,03072673,0.125,0

a,03072816,0,0

a,03072966,0,0

a,03073110,0,0

a,03073251,0,0

a,03073420,0,0

a,03073574,0.5,0

a,03073751,0,0

a,03073888,0,0

a,03074039,0,0

a,03074173,0,0

a,03074368,0,0

a,03074565,0,0

a,03074777,0,0

a,03074922,0,0

a,03075087,0,0

a,03075191,0,0

a,03075470,0,0

a,03075662,0,0

a,03075798,0.125,0.125

a,03075944,0,0

a,03076108,0,0

a,03076230,0,0

a,03076432,0,0

a,03076663,0,0

a,03076935,0,0

a,03077235,0,0

a,03077419,0,0

a,03077599,0,0

a,03077765,0,0

a,03077930,0,0

a,03078076,0,0

a,03078234,0,0

a,03078445,0,0

a,03078586,0,0

a,03078753,0,0

a,03078832,0,0

a,03078975,0,0

a,03079151,0,0

a,03079293,0,0

a,03079460,0,0

a,03079627,0,0

a,03079803,0,0

a,03079951,0,0

a,03080101,0,0

a,03080238,0,0

a,03080351,0,0

a,03080492,0,0

a,03080619,0,0

a,03080756,0.25,0

a,03080862,0,0

a,03081006,0,0

a,03081160,0,0

a,03081328,0,0

a,03081485,0,0

a,03081681,0,0

a,03081813,0,0

a,03081986,0,0

a,03082125,0,0

a,03082253,0,0

a,03082394,0,0

a,03082589,0,0

a,03082745,0.125,0.5

a,03082875,0,0

a,03083069,0,0

a,03083417,0,0

a,03083678,0,0

a,03083842,0,0

a,03084010,0,0

a,03084196,0,0

a,03084397,0,0

a,03084548,0,0

a,03084759,0,0

a,03085072,0,0

a,03085213,0,0

a,03085394,0,0

a,03085572,0,0

a,03085715,0,0

a,03085877,0,0.125

a,03086002,0,0

a,03086167,0,0

a,03086294,0,0

a,03086476,0,0

a,03086603,0,0

a,03086712,0.25,0

a,03086852,0,0

a,03086974,0,0

a,03087088,0,0

a,03087424,0,0

a,03087579,0,0.25

a,03087685,0,0

a,03087909,0,0

a,03088038,0,0

a,03088220,0,0

a,03088384,0,0

a,03088558,0,0

a,03088695,0,0

a,03088838,0,0

a,03088968,0,0

a,03089121,0,0

a,03089377,0,0

a,03089615,0.25,0

a,03089713,0.25,0

a,03089804,0,0.25

a,03089951,0,0

a,03090086,0,0

a,03090263,0,0

a,03090456,0,0.5

a,03090612,0,0.5

a,03090782,0,0

a,03090939,0,0

a,03091080,0,0

a,03091307,0,0

a,03091464,0,0

a,03091618,0,0

a,03091751,0,0

a,03091861,0,0

a,03091996,0,0

a,03092198,0.375,0.125

a,03092376,0,0.5

a,03092527,0,0

a,03092661,0,0

a,03092824,0,0

a,03092958,0,0

a,03093076,0,0

a,03093184,0,0

a,03093379,0,0

a,03093551,0,0

a,03093695,0,0

a,03093862,0,0

a,03094006,0,0.375

a,03094107,0,0

a,03094239,0,0

a,03094404,0,0

a,03094520,0.125,0

a,03094740,0,0

a,03094928,0,0

a,03095068,0,0

a,03095257,0,0

a,03095372,0,0

a,03095588,0,0

a,03095813,0,0

a,03095964,0,0

a,03096141,0,0

a,03096269,0,0

a,03096448,0,0.125

a,03096635,0,0

a,03096747,0,0

a,03096931,0,0

a,03097103,0,0

a,03097289,0.125,0.125

a,03097502,0,0

a,03097689,0,0

a,03097826,0,0

a,03097952,0,0

a,03098096,0,0

a,03098252,0,0

a,03098390,0,0

a,03098491,0,0

a,03098628,0,0

a,03098803,0,0

a,03099131,0,0

a,03099259,0,0

a,03099392,0,0

a,03099549,0,0

a,03099638,0,0

a,03099742,0,0

a,03099928,0,0

a,03100026,0,0

a,03100184,0,0

a,03100315,0,0

a,03100479,0,0

a,03100611,0,0

a,03100751,0,0.125

a,03100921,0,0

a,03101056,0,0

a,03101227,0,0

a,03101415,0,0

a,03101553,0,0

a,03101667,0,0

a,03101818,0,0

a,03102110,0,0

a,03102278,0,0

a,03102427,0,0

a,03102558,0,0

a,03102723,0,0

a,03102871,0,0

a,03103058,0,0

a,03103198,0,0

a,03103380,0,0

a,03103520,0,0

a,03103655,0,0

a,03103815,0,0

a,03103932,0,0

a,03104040,0,0

a,03104149,0,0

a,03104332,0,0

a,03104461,0,0

a,03104585,0,0

a,03104740,0,0

a,03104988,0.25,0.375

a,03105129,0.5,0

a,03105296,0,0

a,03105430,0,0

a,03105571,0,0

a,03105674,0,0.25

a,03105742,0,0.5

a,03105856,0,0

a,03106005,0,0

a,03106176,0,0

a,03106279,0,0.125

a,03106446,0,0

a,03106565,0,0

a,03106748,0,0.375

a,03106846,0,0

a,03107061,0,0

a,03107285,0,0

a,03107450,0,0

a,03107596,0,0

a,03107801,0,0

a,03107913,0,0

a,03108077,0,0

a,03108193,0,0

a,03108429,0,0

a,03108623,0,0

a,03108861,0,0

a,03109032,0,0.5

a,03109141,0,0

a,03109261,0,0

a,03109399,0,0

a,03109663,0,0

a,03109795,0,0

a,03109963,0,0

a,03110183,0,0

a,03110322,0,0

a,03110485,0,0

a,03110610,0,0

a,03110741,0,0

a,03110952,0.375,0.5

a,03111065,0,0

a,03111283,0,0

a,03111451,0.125,0.125

a,03111573,0,0

a,03111656,0,0

a,03111832,0.5,0.25

a,03112046,0,0

a,03112177,0,0

a,03112379,0,0

a,03112486,0,0

a,03112615,0,0

a,03112747,0,0

a,03112867,0,0

a,03112989,0,0

a,03113164,0,0

a,03113271,0,0

a,03113404,0,0

a,03113562,0,0

a,03113705,0,0

a,03113881,0,0

a,03114139,0,0

a,03114359,0,0

a,03114508,0,0

a,03114843,0,0

a,03115053,0,0

a,03115277,0,0

a,03115436,0,0

a,03115598,0,0

a,03115693,0,0

a,03115874,0,0

a,03116043,0,0

a,03116224,0,0

a,03116391,0.125,0.125

a,03116517,0,0

a,03116651,0,0

a,03116809,0,0

a,03117012,0,0

a,03117272,0,0

a,03117503,0,0

a,03117653,0,0

a,03117835,0,0

a,03118050,0,0

a,03118215,0,0

a,03118413,0,0

a,03118661,0,0

a,03118790,0,0

a,03118960,0,0

a,03119182,0,0

a,03119441,0,0

a,03119608,0.125,0.625

a,03119811,0,0

a,03119937,0,0

a,03120034,0,0

a,03120176,0,0

a,03120323,0,0

a,03120454,0.125,0.125

a,03120610,0,0

a,03120681,0.25,0

a,03120834,0,0

a,03121060,0,0

a,03121212,0,0

a,03121394,0,0

a,03121573,0,0

a,03121723,0,0

a,03121855,0,0

a,03121996,0,0

a,03122108,0,0

a,03122221,0,0

a,03122400,0,0

a,03122633,0,0

a,03122750,0,0

a,03122923,0,0.25

a,03123013,0,0

a,03123143,0,0

a,03123296,0,0

a,03123434,0,0

a,03123561,0,0

a,03123695,0,0

a,03123830,0,0

a,03123964,0,0

a,03124111,0,0.75

a,03124201,0,0.75

a,03124290,0,0

a,03124392,0,0

a,03124541,0,0

a,03124657,0,0

a,03124786,0,0

a,03124931,0,0

a,03125096,0,0

a,03125227,0.125,0

a,03125370,0,0

a,03125505,0,0

a,03125643,0,0

a,03125792,0,0

a,03125925,0,0

a,03126054,0,0

a,03126175,0,0

a,03126310,0,0

a,03126399,0,0

a,03126499,0,0

a,03126638,0,0

a,03126787,0,0

a,03126922,0,0

a,03127030,0,0

a,03127197,0,0

a,03127324,0,0

a,03127435,0,0

a,03127583,0,0

a,03127718,0,0

a,03127822,0,0

a,03127937,0,0

a,03128070,0,0

a,03128193,0,0

a,03128327,0,0

a,03128472,0,0

a,03128583,0,0

a,03128699,0,0

a,03128816,0,0

a,03128963,0,0

a,03129098,0,0

a,03129222,0,0

a,03129490,0,0

a,03129648,0,0

a,03129915,0,0

a,03130073,0,0

a,03130337,0,0

a,03130509,0,0

a,03130585,0,0

a,03130689,0,0

a,03130858,0,0

a,03130962,0,0

a,03131116,0,0

a,03131331,0,0

a,03131480,0,0

a,03131633,0,0

a,03131750,0,0

a,03131904,0,0

a,03132067,0,0

a,03132185,0.125,0

a,03132360,0,0

a,03132560,0,0

a,03132715,0,0.25

a,03132826,0,0

a,03132982,0,0

a,03133141,0.375,0.125

a,03133413,0,0

a,03133530,0.125,0

a,03133666,0,0

a,03133791,0,0

a,03133883,0.125,0

a,03133994,0,0

a,03134166,0,0

a,03134282,0.25,0

a,03134550,0.375,0

a,03134675,0.125,0

a,03134771,0,0

a,03134979,0,0

a,03135137,0,0

a,03135290,0,0

a,03135403,0,0

a,03135608,0,0.375

a,03135786,0,0

a,03135937,0,0.375

a,03136057,0.125,0

a,03136162,0,0

a,03136242,0,0

a,03136371,0,0

a,03136487,0,0

a,03136568,0,0

a,03136699,0,0

a,03136855,0.25,0

a,03136940,0,0

a,03137031,0,0

a,03137130,0,0

a,03137260,0,0

a,03137397,0.375,0.125

a,03137558,0,0

a,03137726,0,0

a,03137840,0,0

a,03137958,0,0

a,03138122,0,0

a,03138224,0,0

a,03138396,0,0

a,03138545,0,0

a,03138664,0,0

a,03138752,0,0

a,03138895,0,0

a,03139045,0,0

a,03139235,0,0

a,03139363,0.125,0

a,03139452,0,0

a,03139585,0,0

a,03139749,0,0

a,03139930,0,0

a,03140110,0.125,0.25

a,03140220,0,0

a,03140338,0,0

a,03140494,0,0

a,03140621,0,0

a,03140707,0,0

a,03140875,0,0

a,03141026,0,0

a,03141177,0,0

a,03141315,0,0.375

a,03141421,0,0

a,03141487,0,0

a,03141609,0,0

a,03141756,0,0

a,03141878,0,0

a,03142022,0,0

a,03142114,0,0

a,03142313,0.125,0

a,03142399,0,0

a,03142512,0,0

a,03142636,0.375,0.25

a,03142799,0,0

a,03142927,0,0

a,03143018,0,0

a,03143155,0.25,0

a,03143286,0,0

a,03143374,0,0

a,03143502,0,0

a,03143662,0,0

a,03143794,0,0

a,03144004,0.125,0.375

a,03144152,0,0

a,03144265,0,0.125

a,03144356,0,0

a,03144441,0.125,0

a,03144546,0,0

a,03144729,0,0

a,03144862,0,0.25

a,03144955,0.25,0

a,03145054,0,0

a,03145145,0,0

a,03145310,0,0

a,03145467,0,0.125

a,03145622,0,0

a,03145734,0,0

a,03145851,0,0

a,03145956,0,0

a,03146117,0,0

a,03146237,0.125,0.125

a,03146310,0,0

a,03146602,0,0

a,03146895,0,0

a,03147163,0,0

a,03147281,0,0

a,03147408,0,0.5

a,03147543,0,0

a,03147643,0.125,0

a,03147793,0,0

a,03147919,0,0

a,03148137,0,0.625

a,03148333,0,0

a,03148487,0,0.625

a,03148653,0,0

a,03148724,0,0

a,03148831,0,0

a,03149025,0.5,0

a,03149169,0,0

a,03149347,0,0

a,03149478,0,0

a,03149619,0,0

a,03149732,0,0

a,03149843,0,0.125

a,03149960,0,0.5

a,03150124,0,0

a,03150301,0.5,0

a,03150431,0.5,0

a,03150569,0,0.25

a,03150670,0,0

a,03150897,0,0

a,03150985,0,0

a,03151122,0,0

a,03151302,0,0

a,03151423,0,0

a,03151582,0,0.625

a,03151711,0,0

a,03151871,0,0

a,03152015,0,0

a,03152135,0,0

a,03152249,0,0

a,03152350,0,0.75

a,03152480,0,0

a,03152577,0,0.5

a,03152759,0,0.375

a,03152874,0,0.5

a,03153018,0.375,0

a,03153155,0,0

a,03153255,0,0

a,03153361,0,0

a,03153554,0.375,0

a,03153653,0,0.5

a,03153755,0,0

a,03153849,0,0.125

a,03153960,0,0

a,03154143,0,0.125

a,03154289,0,0

a,03154362,0,0

a,03154463,0,0

a,03154649,0.125,0

a,03154786,0.125,0

a,03154886,0,0

a,03154986,0,0

a,03155193,0,0

a,03155306,0.25,0.375

n,00001740,0,0

n,00001930,0,0

n,00002137,0,0

n,00002452,0,0

n,00002684,0,0

n,00003553,0,0

n,00003993,0,0

n,00004258,0,0

n,00004475,0,0

n,00005787,0,0

n,00005930,0,0.125

n,00006024,0,0

n,00006150,0,0

n,00006269,0,0

n,00006400,0,0

n,00006484,0,0

n,00007347,0,0

n,00007846,0,0

n,00015388,0,0.375

n,00017222,0,0.25

n,00019046,0,0

n,00019128,0.125,0

n,00019613,0,0

n,00020090,0,0

n,00020827,0,0

n,00021265,0,0

n,00021734,0,0

n,00021939,0,0

n,00022903,0,0

n,00023100,0,0

n,00023271,0,0

n,00023773,0,0

n,00024264,0,0

n,00024720,0.25,0

n,00026192,0.125,0.125

n,00027167,0,0

n,00027807,0,0

n,00028270,0,0

n,00028651,0,0

n,00029007,0,0

n,00029114,0.125,0

n,00029378,0,0

n,00029677,0,0

n,00030358,0,0

n,00031264,0,0

n,00031921,0,0

n,00032613,0,0

n,00032823,0,0

n,00033020,0,0

n,00033615,0,0.375

n,00034213,0.125,0

n,00034479,0,0

n,00034574,0,0

n,00034777,0,0

n,00034939,0,0

n,00035189,0,0

n,00035697,0,0

n,00035891,0,0.375

n,00036061,0,0

n,00036299,0,0

n,00036580,0.5,0.125

n,00036762,0.375,0.125

n,00037006,0.625,0

n,00037090,0.75,0

n,00037200,0.375,0.25

n,00037396,0,0

n,00038175,0,0

n,00038262,0,0

n,00038573,0,0.5

n,00038863,0,0

n,00039021,0,0

n,00039211,0,0

n,00039297,0.375,0

n,00039545,0,0.625

n,00039740,0,0

n,00039916,0,0

n,00039990,0,0

n,00040152,0,0

n,00040420,0,0.125

n,00040545,0.625,0

n,00040804,0,0

n,00040962,0,0

n,00041188,0,0

n,00041468,0,0

n,00041614,0,0.25

n,00041740,0,0

n,00041899,0,0

n,00042311,0,0.25

n,00042541,0,0

n,00042757,0,0

n,00043116,0.25,0

n,00043195,0,0

n,00043609,0,0

n,00043902,0,0

n,00044150,0,0

n,00044455,0,0

n,00044673,0,0

n,00044900,0,0

n,00045114,0.5,0

n,00045250,0,0

n,00045646,0.375,0.125

n,00045907,0,0

n,00046177,0,0

n,00046344,0,0.625

n,00046522,0,0

n,00047018,0.5,0

n,00047106,0.25,0

n,00047356,0.25,0

n,00047550,0.125,0

n,00047745,0,0

n,00047941,0.25,0.125

n,00048051,0,0

n,00048225,0,0

n,00048374,0,0

n,00048656,0,0

n,00048828,0.375,0

n,00049003,0,0

n,00049344,0,0

n,00049530,0,0.5

n,00049636,0,0

n,00049789,0,0

n,00049909,0,0

n,00050037,0,0

n,00050195,0,0

n,00050484,0,0

n,00050693,0,0

n,00050887,0.125,0

n,00051077,0,0

n,00051192,0,0

n,00051385,0,0

n,00051525,0,0

n,00051712,0.375,0

n,00051897,0,0

n,00052052,0,0

n,00052146,0,0

n,00052334,0,0

n,00052500,0,0

n,00052791,0,0.125

n,00053020,0,0

n,00053097,0,0

n,00053405,0,0

n,00053525,0,0

n,00053609,0,0

n,00053806,0,0

n,00053913,0,0

n,00054328,0,0

n,00054483,0,0

n,00054652,0,0

n,00054821,0,0

n,00055038,0,0

n,00055227,0,0

n,00055315,0,0

n,00055633,0,0

n,00055793,0,0.25

n,00055932,0,0

n,00056087,0,0

n,00056311,0,0.25

n,00056551,0,0

n,00056688,0,0

n,00056912,0,0

n,00057162,0,0

n,00057306,0,0

n,00057486,0,0

n,00057657,0,0

n,00057748,0,0

n,00058002,0,0

n,00058247,0,0

n,00058337,0,0

n,00058519,0,0

n,00058608,0,0

n,00058743,0,0

n,00059127,0,0

n,00059376,0,0

n,00059552,0,0

n,00059728,0,0

n,00059895,0,0

n,00059989,0,0

n,00060201,0,0

n,00060414,0,0

n,00060548,0.25,0

n,00060747,0,0

n,00060817,0,0

n,00061014,0,0

n,00061171,0.125,0

n,00061290,0,0

n,00061453,0,0

n,00061598,0,0

n,00061792,0,0

n,00061917,0.25,0

n,00062133,0.375,0

n,00062331,0,0.375

n,00062451,0,0

n,00062671,0,0

n,00062806,0,0

n,00063014,0.375,0

n,00063310,0,0

n,00063559,0.25,0

n,00063652,0.5,0

n,00064018,0.25,0.375

n,00064151,0.125,0

n,00064370,0,0.5

n,00064504,0.625,0

n,00064789,0,0

n,00065098,0,0

n,00065216,0,0.75

n,00065336,0.5,0.25

n,00065418,0.5,0

n,00065575,0.5,0.125

n,00065855,0,0

n,00066075,0,0

n,00066216,0,0

n,00066397,0.5,0.375

n,00066636,0,0

n,00066901,0,0

n,00067153,0.375,0

n,00067254,0.125,0.125

n,00067397,0.125,0.25

n,00067526,0,0

n,00067707,0,0

n,00067990,0,0

n,00068170,0.125,0.25

n,00068333,0,0

n,00068617,0,0

n,00068755,0,0

n,00068901,0,0

n,00069060,0.125,0.375

n,00069173,0.125,0

n,00069444,0,0

n,00069604,0,0

n,00069685,0.5,0

n,00069815,0,0

n,00069918,0.5,0.375

n,00070077,0.25,0.125

n,00070215,0,0

n,00070363,0,0

n,00070462,0,0

n,00070641,0,0

n,00070807,0,0.75

n,00070965,0,0.625

n,00071546,0,0

n,00071700,0,0

n,00071864,0,0

n,00072068,0,0

n,00072261,0,0

n,00072473,0,0

n,00072691,0,0.375

n,00072808,0.125,0.25

n,00073032,0,0

n,00073177,0,0

n,00073525,0,0

n,00073713,0,0

n,00073828,0,0

n,00074092,0.5,0.25

n,00074324,0,0

n,00074524,0,0.5

n,00074624,0,0.375

n,00074790,0.125,0.5

n,00075283,0,0

n,00075471,0,0

n,00075618,0,0.5

n,00075790,0.25,0.125

n,00075912,0,0.125

n,00076072,0,0

n,00076196,0,0

n,00076323,0,0.625

n,00076393,0.125,0.125

n,00076563,0,0.5

n,00076884,0,0.125

n,00077169,0.25,0.5

n,00077249,0,0

n,00077419,0,0

n,00077856,0,0

n,00077981,0,0.125

n,00078217,0,0.125

n,00078393,0,0

n,00078536,0,0

n,00078821,0,0

n,00079018,0,0

n,00079212,0,0

n,00079398,0,0

n,00079603,0,0

n,00079752,0,0

n,00079908,0,0

n,00080096,0,0

n,00080242,0,0.25

n,00080474,0,0

n,00080619,0,0

n,00080743,0,0

n,00080968,0,0

n,00081174,0,0

n,00081395,0,0

n,00081572,0,0

n,00081836,0,0

n,00082081,0,0

n,00082223,0,0

n,00082347,0,0.25

n,00082525,0,0

n,00082754,0,0

n,00082870,0,0

n,00083260,0,0

n,00083448,0,0

n,00083585,0,0

n,00083729,0,0

n,00083975,0,0

n,00084371,0,0

n,00084642,0,0

n,00084895,0,0.25

n,00085041,0,0

n,00085219,0,0

n,00085432,0,0

n,00085678,0,0

n,00085829,0,0

n,00086140,0,0

n,00086297,0,0

n,00086547,0,0

n,00086654,0,0

n,00086809,0,0

n,00087073,0,0

n,00087218,0,0

n,00087423,0,0

n,00087663,0,0

n,00087849,0,0

n,00088154,0,0

n,00088367,0,0

n,00088481,0,0

n,00088725,0,0

n,00089027,0,0

n,00089234,0,0

n,00089351,0,0

n,00089657,0,0

n,00089891,0,0

n,00090076,0,0

n,00090253,0,0

n,00090393,0,0

n,00090610,0,0

n,00090779,0,0

n,00091013,0,0.5

n,00091234,0,0.375

n,00091404,0,0

n,00091503,0,0

n,00091670,0,0.125

n,00091779,0,0

n,00091893,0,0

n,00091977,0,0

n,00092212,0,0

n,00092366,0,0

n,00092663,0,0

n,00092847,0,0

n,00093006,0,0

n,00093127,0,0.125

n,00093354,0,0

n,00093483,0.125,0

n,00093874,0.25,0

n,00094001,0,0.125

n,00094240,0,0

n,00094500,0,0

n,00094788,0,0

n,00094954,0,0

n,00095121,0,0

n,00095329,0,0.5

n,00095502,0,0

n,00095873,0,0

n,00095971,0.25,0.5

n,00096211,0,0

n,00096343,0,0

n,00096513,0,0.5

n,00096720,0,0

n,00096851,0,0

n,00096969,0,0

n,00097122,0,0

n,00097244,0,0

n,00097348,0,0

n,00097504,0,0

n,00097923,0,0

n,00098051,0,0

n,00098385,0,0

n,00098625,0,0

n,00098822,0,0

n,00098939,0,0

n,00099061,0,0

n,00099267,0,0

n,00099439,0,0

n,00099588,0,0.375

n,00099799,0,0

n,00099951,0.125,0

n,00100253,0,0

n,00100437,0,0

n,00100543,0,0

n,00100889,0,0

n,00101003,0,0

n,00101191,0,0

n,00101410,0,0

n,00101570,0,0

n,00101708,0,0

n,00101809,0,0

n,00102039,0,0

n,00102162,0,0

n,00102374,0,0

n,00102457,0,0

n,00102779,0,0

n,00102927,0,0

n,00103140,0,0

n,00103291,0,0

n,00103419,0,0

n,00103590,0,0

n,00103737,0,0

n,00103834,0,0

n,00104088,0,0

n,00104249,0,0

n,00104409,0,0

n,00104539,0,0

n,00104976,0,0

n,00105164,0,0

n,00105271,0.125,0.25

n,00105479,0,0

n,00105624,0,0

n,00105820,0,0

n,00106104,0,0

n,00106272,0,0

n,00106726,0,0

n,00106888,0,0

n,00107016,0,0

n,00107137,0,0

n,00107279,0,0

n,00107400,0,0

n,00107551,0,0

n,00107684,0,0

n,00107875,0,0

n,00108081,0.125,0.125

n,00108181,0,0

n,00108427,0,0

n,00108545,0,0

n,00108665,0,0

n,00108818,0,0

n,00108965,0,0

n,00109081,0,0

n,00109227,0,0

n,00109414,0,0

n,00109771,0,0

n,00109892,0,0.625

n,00110057,0,0

n,00110415,0,0

n,00110554,0,0

n,00110745,0,0.25

n,00110834,0,0

n,00110964,0,0

n,00111222,0,0

n,00111358,0,0

n,00111503,0,0

n,00111660,0,0

n,00111839,0,0

n,00111962,0,0

n,00112072,0,0

n,00112185,0,0

n,00112312,0,0

n,00112674,0,0.25

n,00112828,0,0

n,00112997,0,0.125

n,00113113,0,0

n,00113532,0,0

n,00113726,0,0

n,00113954,0,0

n,00114095,0,0.125

n,00114298,0,0.375

n,00114431,0,0

n,00114871,0,0

n,00115036,0,0

n,00115292,0,0

n,00115500,0,0.125

n,00115667,0,0

n,00115803,0,0

n,00116008,0,0

n,00116122,0,0

n,00116376,0,0

n,00116687,0,0

n,00116989,0,0

n,00117124,0,0

n,00117267,0.125,0

n,00117578,0,0

n,00117810,0,0

n,00117959,0,0

n,00118268,0,0.625

n,00118445,0,0

n,00118552,0,0

n,00118733,0,0

n,00119079,0,0

n,00119210,0,0

n,00119297,0,0.75

n,00119402,0,0.5

n,00119568,0,0

n,00119893,0,0

n,00120010,0,0

n,00120202,0,0

n,00120515,0,0

